species_id,family,genus,species,genus_species_subspecies,genus_species,woodspecificgrav,seedmass,height,leafmass,relativegrowthratesaplings,relativegrowthratelarge,robin,lifeform,breeding,repr_no95,bsl_repr95,bas95,stno
colugl,Rhamnaceae,Colubrina,glandulosa,Colubrina glandulosa,Colubrina glandulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coluhe,Rhamnaceae,Colubrina,heteroneura,Colubrina heteroneura,Colubrina heteroneura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colusp,Rhamnaceae,Colubrina,spinosa,Colubrina spinosa,Colubrina spinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
compca,Myristicaceae,Compsoneura,capitellata,Compsoneura capitellata,Compsoneura capitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
compsp,Myristicaceae,Compsoneura,sprucei,Compsoneura sprucei,Compsoneura sprucei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
concpl,Euphorbiaceae,Conceveiba,pleiostemona,Conceveiba pleiostemona,Conceveiba pleiostemona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
angoni,Rutaceae,Conchocarpus,nicaraguensis,Conchocarpus nicaraguensis,Conchocarpus nicaraguensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
condco,Rubiaceae,Condaminea,corymbosa,Condaminea corymbosa,Condaminea corymbosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
con1er,Combretaceae,Conocarpus,erectus,Conocarpus erectus,Conocarpus erectus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conocu,Melastomataceae,Conostegia,cuatrecasii,Conostegia cuatrecasii,Conostegia cuatrecasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conomo,Melastomataceae,Conostegia,montana,Conostegia montana,Conostegia montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conoru,Melastomataceae,Conostegia,rufescens,Conostegia rufescens,Conostegia rufescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cono1,Melastomataceae,Conostegia,sp.1,Conostegia sp.1,Conostegia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conosp,Melastomataceae,Conostegia,speciosa,Conostegia speciosa,Conostegia speciosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
conoxa,Melastomataceae,Conostegia,xalapensis,Conostegia xalapensis,Conostegia xalapensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
copaar,Fabaceae-caesalpinioideae,Copaifera,aromatica,Copaifera aromatica,Copaifera aromatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordco,Boraginaceae,Cordia,collococca,Cordia collococca,Cordia collococca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordc1,Boraginaceae,Cordia,correae,Cordia correae,Cordia correae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordcu,Boraginaceae,Cordia,curassavica,Cordia curassavica,Cordia curassavica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordcy,Boraginaceae,Cordia,cymosa,Cordia cymosa,Cordia cymosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordde,Boraginaceae,Cordia,dentata,Cordia dentata,Cordia dentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corddw,Boraginaceae,Cordia,dwyeri,Cordia dwyeri,Cordia dwyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
corder,Boraginaceae,Cordia,eriostigma,Cordia eriostigma,Cordia eriostigma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordlu,Boraginaceae,Cordia,lucidula,Cordia lucidula,Cordia lucidula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordme,Boraginaceae,Cordia,megalantha,Cordia megalantha,Cordia megalantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cordpo,Boraginaceae,Cordia,porcata,Cordia porcata,Cordia porcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cord6,Boraginaceae,Cordia,sp.6,Cordia sp.6,Cordia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cord7,Boraginaceae,Cordia,sp.7,Cordia sp.7,Cordia sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cor1py,Lamiaceae,Cornutia,pyramidata,Cornutia pyramidata,Cornutia pyramidata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cosmma,Rubiaceae,Cosmibuena,macrocarpa,Cosmibuena macrocarpa,Cosmibuena macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coue2,Chrysobalanaceae,Couepia,chocolate,Couepia chocolate,Couepia chocolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coue1,Chrysobalanaceae,Couepia,sp.1,Couepia sp.1,Couepia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cou2ce,Rubiaceae,Coussarea,cerroazulensis,Coussarea cerroazulensis,Coussarea cerroazulensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cou2ho,Rubiaceae,Coussarea,hondensis,Coussarea hondensis,Coussarea hondensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cou2la,Rubiaceae,Coussarea,latifolia,Coussarea latifolia,Coussarea latifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cou2lo,Rubiaceae,Coussarea,loftonii,Coussarea loftonii,Coussarea loftonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cou21,Rubiaceae,Coussarea,sp.1,Coussarea sp.1,Coussarea sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
couthe,Rubiaceae,Coutarea,hexandra,Coutarea hexandra,Coutarea hexandra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cratta,Capparaceae,Crateva,tapia,Crateva tapia,Crateva tapia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crem2,Annonaceae,Cremastosperma,sp.2,Cremastosperma sp.2,Cremastosperma sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crem4,Annonaceae,Cremastosperma,sp.4,Cremastosperma sp.4,Cremastosperma sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crescu,Bignoniaceae,Crescentia,cujete,Crescentia cujete,Crescentia cujete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crospa,Celastraceae,Crossopetalum,parviflorum,Crossopetalum parviflorum,Crossopetalum parviflorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crotdr,Euphorbiaceae,Croton,draco,Croton draco,Croton draco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crotla,Euphorbiaceae,Croton,lanjouwensis,Croton lanjouwensis,Croton lanjouwensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crotpa,Euphorbiaceae,Croton,pachypodus,Croton pachypodus,Croton pachypodus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crotsc,Euphorbiaceae,Croton,schiedeanus,Croton schiedeanus,Croton schiedeanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crotsm,Euphorbiaceae,Croton,smithianus,Croton smithianus,Croton smithianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crot2,Euphorbiaceae,Croton,sp.2,Croton sp.2,Croton sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crot3,Euphorbiaceae,Croton,sp.3,Croton sp.3,Croton sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crudac,Fabaceae-caesalpinioideae,Crudia,acuminata,Crudia acuminata,Crudia acuminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cryowa,Arecaceae,Cryosophila,warscewiczii,Cryosophila warscewiczii,Cryosophila warscewiczii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
crypas,Lauraceae,Cryptocarya,aschersoniana,Cryptocarya aschersoniana,Cryptocarya aschersoniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupagu,Sapindaceae,Cupania,guatemalensis,Cupania guatemalensis,Cupania guatemalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupasc,Sapindaceae,Cupania,scrobiculata,Cupania scrobiculata,Cupania scrobiculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupa1,Sapindaceae,Cupania,sp.1,Cupania sp.1,Cupania sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupa2,Sapindaceae,Cupania,sp.2,Cupania sp.2,Cupania sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupa3,Sapindaceae,Cupania,sp.3,Cupania sp.3,Cupania sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cupa5,Sapindaceae,Cupania,sp.5,Cupania sp.5,Cupania sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
curaam,Dilleniaceae,Curatella,americana,Curatella americana,Curatella americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyatmu,Cyatheaceae,Cyathea,multiflora,Cyathea multiflora,Cyathea multiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cnempe,Cyatheaceae,Cyathea,petiolata,Cyathea petiolata,Cyathea petiolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cybisc,Myrsinaceae,Cybianthus,schlimii,Cybianthus schlimii,Cybianthus schlimii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cym1co,Annonaceae,Cymbopetalum,costaricense,Cymbopetalum costaricense,Cymbopetalum costaricense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cym1la,Annonaceae,Cymbopetalum,lanugipetalum,Cymbopetalum lanugipetalum,Cymbopetalum lanugipetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cynoba,Fabaceae-caesalpinioideae,Cynometra,bauhiniifolia,Cynometra bauhiniifolia,Cynometra bauhiniifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyrira,Cyrillaceae,Cyrilla,racemiflora,Cyrilla racemiflora,Cyrilla racemiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dapham,Thymelaeaceae,Daphnopsis,americana,Daphnopsis americana,Daphnopsis americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
daphco,Thymelaeaceae,Daphnopsis,correae,Daphnopsis correae,Daphnopsis correae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
delore,Fabaceae-caesalpinioideae,Delonix,regia,Delonix regia,Delonix regia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dendgl,Araliaceae,Dendropanax,globosus,Dendropanax globosus,Dendropanax globosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dendpu,Araliaceae,Dendropanax,punctatus,Dendropanax punctatus,Dendropanax punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dendse,Araliaceae,Dendropanax,sessiliflorus,Dendropanax sessiliflorus,Dendropanax sessiliflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
des2ma,Annonaceae,Desmopsis,maxonii,Desmopsis maxonii,Desmopsis maxonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dialgu,Fabaceae-caesalpinioideae,Dialium,guianense,Dialium guianense,Dialium guianense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dichax,Dichapetalaceae,Dichapetalum,axillare,Dichapetalum axillare,Dichapetalum axillare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diloco,Sapindaceae,Dilodendron,costaricense,Dilodendron costaricense,Dilodendron costaricense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diphro,Fabaceae-papilionoideae,Diphysa,americana,Diphysa americana,Diphysa americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diplpu,Fabaceae-papilionoideae,Diplotropis,purpurea,Diplotropis purpurea,Diplotropis purpurea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
discgu,Stemonuraceae,Discophora,guianensis,Discophora guianensis,Discophora guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drypam,Putranjivaceae,Drypetes,aff.amazonica,Drypetes aff.amazonica,Drypetes aff.amazonica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dryp2,Putranjivaceae,Drypetes,coba,Drypetes coba,Drypetes coba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dryp1,Putranjivaceae,Drypetes,sp.1,Drypetes sp.1,Drypetes sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duguco,Annonaceae,Duguetia,confusa,Duguetia confusa,Duguetia confusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dugupa,Annonaceae,Duguetia,panamensis,Duguetia panamensis,Duguetia panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dussat,Fabaceae-papilionoideae,Dussia,atropurpurea,Dussia atropurpurea,Dussia atropurpurea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dussma,Fabaceae-papilionoideae,Dussia,macroprophyllata,Dussia macroprophyllata,Dussia macroprophyllata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss1,Fabaceae-papilionoideae,Dussia,sp.1,Dussia sp.1,Dussia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss2,Fabaceae-papilionoideae,Dussia,sp.2,Dussia sp.2,Dussia sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss3,Fabaceae-papilionoideae,Dussia,sp.3,Dussia sp.3,Dussia sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss4,Fabaceae-papilionoideae,Dussia,sp.4,Dussia sp.4,Dussia sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss5,Fabaceae-papilionoideae,Dussia,sp.5,Dussia sp.5,Dussia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
duss6,Fabaceae-papilionoideae,Dussia,sp.6,Dussia sp.6,Dussia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dusste,Fabaceae-papilionoideae,Dussia,tessmannii,Dussia tessmannii,Dussia tessmannii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dystpa,Clusiaceae,Dystovomita,paniculata,Dystovomita paniculata,Dystovomita paniculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ecclla,Sapotaceae,Ecclinusa,lanceolata,Ecclinusa lanceolata,Ecclinusa lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ela1au,Rubiaceae,Elaeagia,auriculata,Elaeagia auriculata,Elaeagia auriculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ela1ni,Rubiaceae,Elaeagia,nitidifolia,Elaeagia nitidifolia,Elaeagia nitidifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
elaeol,Arecaceae,Elaeis,oleifera,Elaeis oleifera,Elaeis oleifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ela21,Sapotaceae,Elaeoluma,sp.1,Elaeoluma sp.1,Elaeoluma sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
endlbr,Lauraceae,Endlicheria,browniana,Endlicheria browniana,Endlicheria browniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
entecy,Fabaceae-mimosoideae,Enterolobium,cyclocarpum,Enterolobium cyclocarpum,Enterolobium cyclocarpum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
entesc,Fabaceae-mimosoideae,Enterolobium,schomburgkii,Enterolobium schomburgkii,Enterolobium schomburgkii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erblod,Turneraceae,Erblichia,odorata,Erblichia odorata,Erblichia odorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
erisbl,Vochysiaceae,Erisma,blancoa,Erisma blancoa,Erisma blancoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ery1fu,Fabaceae-papilionoideae,Erythrina,fusca,Erythrina fusca,Erythrina fusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ery1po,Fabaceae-papilionoideae,Erythrina,poeppigiana,Erythrina poeppigiana,Erythrina poeppigiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ery1ru,Fabaceae-papilionoideae,Erythrina,rubrinervia,Erythrina rubrinervia,Erythrina rubrinervia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ery2ci,Erythroxylaceae,Erythroxylum,citrifolium,Erythroxylum citrifolium,Erythroxylum citrifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschan,Lecythidaceae,Eschweilera,aff.angustifolia,Eschweilera aff.angustifolia,Eschweilera aff.angustifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
escham,Lecythidaceae,Eschweilera,amplexifolia,Eschweilera amplexifolia,Eschweilera amplexifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschca,Lecythidaceae,Eschweilera,calyculata,Eschweilera calyculata,Eschweilera calyculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschja,Lecythidaceae,Eschweilera,jacquelyniae,Eschweilera jacquelyniae,Eschweilera jacquelyniae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschpa,Lecythidaceae,Eschweilera,panamensis,Eschweilera panamensis,Eschweilera panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschpi,Lecythidaceae,Eschweilera,pittieri,Eschweilera pittieri,Eschweilera pittieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eschse,Lecythidaceae,Eschweilera,sessilis,Eschweilera sessilis,Eschweilera sessilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esch3,Lecythidaceae,Eschweilera,sp.3,Eschweilera sp.3,Eschweilera sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esch6,Lecythidaceae,Eschweilera,sp.6,Eschweilera sp.6,Eschweilera sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esch7,Lecythidaceae,Eschweilera,sp.7,Eschweilera sp.7,Eschweilera sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esch8,Lecythidaceae,Eschweilera,sp.8,Eschweilera sp.8,Eschweilera sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
esenpa,Rutaceae,Esenbeckia,panamensis,Esenbeckia panamensis,Esenbeckia panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugeau,Myrtaceae,Eugenia,austin-smithii,Eugenia austin-smithii,Eugenia austin-smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugecr,Myrtaceae,Eugenia,cricamolensis,Eugenia cricamolensis,Eugenia cricamolensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugesa,Myrtaceae,Eugenia,hiraeifolia,Eugenia hiraeifolia,Eugenia hiraeifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugeoc,Myrtaceae,Eugenia,octopleura,Eugenia octopleura,Eugenia octopleura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugepr,Myrtaceae,Eugenia,principium,Eugenia principium,Eugenia principium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge10,Myrtaceae,Eugenia,sp.10,Eugenia sp.10,Eugenia sp.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge13,Myrtaceae,Eugenia,sp.13,Eugenia sp.13,Eugenia sp.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge16,Myrtaceae,Eugenia,sp.16,Eugenia sp.16,Eugenia sp.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge18,Myrtaceae,Eugenia,sp.18,Eugenia sp.18,Eugenia sp.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge19,Myrtaceae,Eugenia,sp.19,Eugenia sp.19,Eugenia sp.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge20,Myrtaceae,Eugenia,sp.20,Eugenia sp.20,Eugenia sp.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge22,Myrtaceae,Eugenia,sp.22,Eugenia sp.22,Eugenia sp.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge24,Myrtaceae,Eugenia,sp.24,Eugenia sp.24,Eugenia sp.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge26,Myrtaceae,Eugenia,sp.26,Eugenia sp.26,Eugenia sp.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge27,Myrtaceae,Eugenia,sp.27,Eugenia sp.27,Eugenia sp.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge5,Myrtaceae,Eugenia,sp.5,Eugenia sp.5,Eugenia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge6,Myrtaceae,Eugenia,sp.6,Eugenia sp.6,Eugenia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge7,Myrtaceae,Eugenia,sp.7,Eugenia sp.7,Eugenia sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge8,Myrtaceae,Eugenia,sp.8,Eugenia sp.8,Eugenia sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euge9,Myrtaceae,Eugenia,sp.9,Eugenia sp.9,Eugenia sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eugeve,Myrtaceae,Eugenia,venezuelensis,Eugenia venezuelensis,Eugenia venezuelensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
euphel,Euphorbiaceae,Euphorbia,elata,Euphorbia elata,Euphorbia elata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eutepr,Arecaceae,Euterpe,precatoria,Euterpe precatoria,Euterpe precatoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
exosme,Rubiaceae,Exostema,mexicanum,Exostema mexicanum,Exostema mexicanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fara2,Rubiaceae,Faramea,coba,Faramea coba,Faramea coba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
faraeu,Rubiaceae,Faramea,eurycarpa,Faramea eurycarpa,Faramea eurycarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
faraje,Rubiaceae,Faramea,jefensis,Faramea jefensis,Faramea jefensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
faralu,Rubiaceae,Faramea,luteovirens,Faramea luteovirens,Faramea luteovirens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
faramu,Rubiaceae,Faramea,multiflora,Faramea multiflora,Faramea multiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
farap2,Rubiaceae,Faramea,papillata,Faramea papillata,Faramea papillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
farap1,Rubiaceae,Faramea,papirifolia,Faramea papirifolia,Faramea papirifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
farapa,Rubiaceae,Faramea,parvibractea,Faramea parvibractea,Faramea parvibractea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fara1,Rubiaceae,Faramea,sp.1,Faramea sp.1,Faramea sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
farasu,Rubiaceae,Faramea,suerrensis,Faramea suerrensis,Faramea suerrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ferdpa,Rubiaceae,Ferdinandusa,panamensis,Ferdinandusa panamensis,Ferdinandusa panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficup1,Moraceae,Ficus,apollinaris,Ficus apollinaris,Ficus apollinaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficube,Moraceae,Ficus,benjamina,Ficus benjamina,Ficus benjamina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficubr,Moraceae,Ficus,brevibracteata,Ficus brevibracteata,Ficus brevibracteata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficu10,Moraceae,Ficus,sp.10,Ficus sp.10,Ficus sp.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficu11,Moraceae,Ficus,sp.11,Ficus sp.11,Ficus sp.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficu12,Moraceae,Ficus,sp.12,Ficus sp.12,Ficus sp.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficu13,Moraceae,Ficus,sp.13,Ficus sp.13,Ficus sp.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ficu3,Moraceae,Ficus,sp.3,Ficus sp.3,Ficus sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
