species_id,family,genus,species,genus_species_subspecies,genus_species,woodspecificgrav,seedmass,height,leafmass,relativegrowthratesaplings,relativegrowthratelarge,robin,lifeform,breeding,repr_no95,bsl_repr95,bas95,stno
lisije,Gentianaceae,Lisianthius,jefensis,Lisianthius jefensis,Lisianthius jefensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loncat,Fabaceae-papilionoideae,Lonchocarpus,atropurpureus,Lonchocarpus atropurpureus,Lonchocarpus atropurpureus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loncfe,Fabaceae-papilionoideae,Lonchocarpus,ferrugineus,Lonchocarpus ferrugineus,Lonchocarpus ferrugineus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loncol,Fabaceae-papilionoideae,Lonchocarpus,oliganthus,Lonchocarpus oliganthus,Lonchocarpus oliganthus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loncse,Fabaceae-papilionoideae,Lonchocarpus,sericeus,Lonchocarpus sericeus,Lonchocarpus sericeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loncve,Fabaceae-papilionoideae,Lonchocarpus,velutinus,Lonchocarpus velutinus,Lonchocarpus velutinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lozapi,Lacistemataceae,Lozania,pittieri,Lozania pittieri,Lozania pittieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lunapi,Salicaceae,Lunania,mexicana,Lunania mexicana,Lunania mexicana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lunapa,Salicaceae,Lunania,parviflora,Lunania parviflora,Lunania parviflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
machbi,Fabaceae-papilionoideae,Machaerium,biovulatum,Machaerium biovulatum,Machaerium biovulatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maclti,Moraceae,Maclura,tinctoria,Maclura tinctoria,Maclura tinctoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
macosp,Apocynaceae,Macoubea,mesoamericana,Macoubea mesoamericana,Macoubea mesoamericana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mac1co,Fabaceae-caesalpinioideae,Macrolobium,costaricense,Macrolobium costaricense,Macrolobium costaricense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mac1pi,Fabaceae-caesalpinioideae,Macrolobium,pittieri,Macrolobium pittieri,Macrolobium pittieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mac11,Fabaceae-caesalpinioideae,Macrolobium,sp.1,Macrolobium sp.1,Macrolobium sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malmdi,Annonaceae,Malmea,dimera,Malmea dimera,Malmea dimera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malois,Apocynaceae,Malouetia,isthmica,Malouetia isthmica,Malouetia isthmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
malpal,Malpighiaceae,Malpighia,albiflora,Malpighia albiflora,Malpighia albiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mammim,Clusiaceae,Mammea,immansueta,Mammea immansueta,Mammea immansueta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mangin,Anacardiaceae,Mangifera,indica,Mangifera indica,Mangifera indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
man1es,Euphorbiaceae,Manihot,esculenta,Manihot esculenta,Manihot esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
manibi,Sapotaceae,Manilkara,bidentata,Manilkara bidentata,Manilkara bidentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
manich,Sapotaceae,Manilkara,chicle,Manilkara chicle,Manilkara chicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mani1,Sapotaceae,Manilkara,sp.1,Manilkara sp.1,Manilkara sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mani2,Sapotaceae,Manilkara,sp.2,Manilkara sp.2,Manilkara sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maniza,Sapotaceae,Manilkara,zapota,Manilkara zapota,Manilkara zapota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maprgu,Euphorbiaceae,Maprounea,guianensis,Maprounea guianensis,Maprounea guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marapa,Chrysobalanaceae,Maranthes,panamensis,Maranthes panamensis,Maranthes panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar1do,Clusiaceae,Marila,domingensis,Marila domingensis,Marila domingensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar1l1,Clusiaceae,Marila,lactogena,Marila lactogena,Marila lactogena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mar1pl,Clusiaceae,Marila,pluricostata,Marila pluricostata,Marila pluricostata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mar-11,Clusiaceae,Marila,sp.1,Marila sp.1,Marila sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mar-13,Clusiaceae,Marila,sp.3,Marila sp.3,Marila sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mataap,Sapindaceae,Matayba,apetala,Matayba apetala,Matayba apetala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matagl,Sapindaceae,Matayba,glaberrima,Matayba glaberrima,Matayba glaberrima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matasc,Sapindaceae,Matayba,scrobiculata,Matayba scrobiculata,Matayba scrobiculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mata1,Sapindaceae,Matayba,sp.1,Matayba sp.1,Matayba sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matiid,Malvaceae,Matisia,aff.idroboi,Matisia aff.idroboi,Matisia aff.idroboi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matibr,Malvaceae,Matisia,bracteolosa,Matisia bracteolosa,Matisia bracteolosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matiex,Malvaceae,Matisia,exalata,Matisia exalata,Matisia exalata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matije,Malvaceae,Matisia,jefensis,Matisia jefensis,Matisia jefensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quarob,Malvaceae,Matisia,obliquifolia,Matisia obliquifolia,Matisia obliquifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
matisa,Malvaceae,Matisia,sanblasensis,Matisia sanblasensis,Matisia sanblasensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayngr,Achariaceae,Mayna,grandifolia,Mayna grandifolia,Mayna grandifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
maynod,Achariaceae,Mayna,odorata,Mayna odorata,Mayna odorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mayt1,Celastraceae,Maytenus,sp.1,Maytenus sp.1,Maytenus sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mel2bi,Sapindaceae,Melicoccus,bijugatus,Melicoccus bijugatus,Melicoccus bijugatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melifr,Sabiaceae,Meliosma,frondosa,Meliosma frondosa,Meliosma frondosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligl,Sabiaceae,Meliosma,glabrata,Meliosma glabrata,Meliosma glabrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meligr,Sabiaceae,Meliosma,grandiflora,Meliosma grandiflora,Meliosma grandiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melig1,Sabiaceae,Meliosma,hoja_grande,Meliosma hoja_grande,Meliosma hoja_grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
meliid,Sabiaceae,Meliosma,idiopoda,Meliosma idiopoda,Meliosma idiopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
melioc,Sabiaceae,Meliosma,occidentalis,Meliosma occidentalis,Meliosma occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoce,Melastomataceae,Miconia,centronioides,Miconia centronioides,Miconia centronioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoc1,Melastomataceae,Miconia,centrosperma,Miconia centrosperma,Miconia centrosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoch,Melastomataceae,Miconia,chrysophylla,Miconia chrysophylla,Miconia chrysophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micod1,Melastomataceae,Miconia,dodecandra,Miconia dodecandra,Miconia dodecandra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micod2,Melastomataceae,Miconia,donaeana,Miconia donaeana,Miconia donaeana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoli,Melastomataceae,Miconia,ligulata,Miconia ligulata,Miconia ligulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micobo,Melastomataceae,Miconia,minutiflora,Miconia minutiflora,Miconia minutiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micomu,Melastomataceae,Miconia,multispicata,Miconia multispicata,Miconia multispicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micooi,Melastomataceae,Miconia,oinochrophylla,Miconia oinochrophylla,Miconia oinochrophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micopi,Melastomataceae,Miconia,pileata,Miconia pileata,Miconia pileata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micopo,Melastomataceae,Miconia,poeppigii,Miconia poeppigii,Miconia poeppigii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micopu,Melastomataceae,Miconia,punctata,Miconia punctata,Miconia punctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micore,Melastomataceae,Miconia,reducens,Miconia reducens,Miconia reducens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoru,Melastomataceae,Miconia,rubiginosa,Miconia rubiginosa,Miconia rubiginosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micose,Melastomataceae,Miconia,serrulata,Miconia serrulata,Miconia serrulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micosi,Melastomataceae,Miconia,simplex,Miconia simplex,Miconia simplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mico10,Melastomataceae,Miconia,sp.10,Miconia sp.10,Miconia sp.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mico14,Melastomataceae,Miconia,sp.14,Miconia sp.14,Miconia sp.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mico3,Melastomataceae,Miconia,sp.3,Miconia sp.3,Miconia sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mico5,Melastomataceae,Miconia,sp.5,Miconia sp.5,Miconia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mico9,Melastomataceae,Miconia,sp.9,Miconia sp.9,Miconia sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micost,Melastomataceae,Miconia,stenostachya,Miconia stenostachya,Miconia stenostachya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micotr,Melastomataceae,Miconia,trinervia,Miconia trinervia,Miconia trinervia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micoum,Melastomataceae,Miconia,umbriensis,Miconia umbriensis,Miconia umbriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrgu,Sapotaceae,Micropholis,guyanensis,Micropholis guyanensis,Micropholis guyanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrme,Sapotaceae,Micropholis,melinoniana,Micropholis melinoniana,Micropholis melinoniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
micrve,Sapotaceae,Micropholis,venulosa,Micropholis venulosa,Micropholis venulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mimote,Fabaceae-mimosoideae,Mimosa,tenuiflora,Mimosa tenuiflora,Mimosa tenuiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mimuel,Sapotaceae,Mimusops,elengi,Mimusops elengi,Mimusops elengi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
minqgu,Olacaceae,Minquartia,guianensis,Minquartia guianensis,Minquartia guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mollda,Monimiaceae,Mollinedia,darienensis,Mollinedia darienensis,Mollinedia darienensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mollpi,Monimiaceae,Mollinedia,pinchotiana,Mollinedia pinchotiana,Mollinedia pinchotiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myr1me,Myricaceae,Morella,cerifera,Morella cerifera,Morella cerifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
morici,Rubiaceae,Morinda,citrifolia,Morinda citrifolia,Morinda citrifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
moripa,Rubiaceae,Morinda,panamensis,Morinda panamensis,Morinda panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mortan,Malvaceae,Mortoniodendron,anisophyllum,Mortoniodendron anisophyllum,Mortoniodendron anisophyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mort1,Malvaceae,Mortoniodendron,sp.1,Mortoniodendron sp.1,Mortoniodendron sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mosqja,Anacardiaceae,Mosquitoxylum,jamaicense,Mosquitoxylum jamaicense,Mosquitoxylum jamaicense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mourex,Melastomataceae,Mouriri,aff.exilis,Mouriri aff.exilis,Mouriri aff.exilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mourco,Melastomataceae,Mouriri,cf.completens,Mouriri cf.completens,Mouriri cf.completens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mour1,Melastomataceae,Mouriri,coba,Mouriri coba,Mouriri coba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mourgl,Melastomataceae,Mouriri,gleasoniana,Mouriri gleasoniana,Mouriri gleasoniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mourpa,Melastomataceae,Mouriri,panamensis,Mouriri panamensis,Mouriri panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
muntca,Malvaceae,Muntingia,calabura,Muntingia calabura,Muntingia calabura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrcpa,Myrtaceae,Myrcia,panamensis,Myrcia panamensis,Myrcia panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrc4,Myrtaceae,Myrcia,sp.4,Myrcia sp.4,Myrcia sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrc5,Myrtaceae,Myrcia,sp.5,Myrcia sp.5,Myrcia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrc6,Myrtaceae,Myrcia,sp.6,Myrcia sp.6,Myrcia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrcsp,Myrtaceae,Myrcia,splendens,Myrcia splendens,Myrcia splendens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myr2fl,Myrtaceae,Myrciaria,floribunda,Myrciaria floribunda,Myrciaria floribunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myr21,Myrtaceae,Myrciaria,sp.1,Myrciaria sp.1,Myrciaria sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myr22,Myrtaceae,Myrciaria,sp.2,Myrciaria sp.2,Myrciaria sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrilo,Urticaceae,Myriocarpa,longipes,Myriocarpa longipes,Myriocarpa longipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrofr,Fabaceae-papilionoideae,Myrospermum,frutescens,Myrospermum frutescens,Myrospermum frutescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrsco,Myrsinaceae,Myrsine,coriacea,Myrsine coriacea,Myrsine coriacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrs1,Myrsinaceae,Myrsine,sp.1,Myrsine sp.1,Myrsine sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naucca,Moraceae,Naucleopsis,capirensis,Naucleopsis capirensis,Naucleopsis capirensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naucna,Moraceae,Naucleopsis,naga,Naucleopsis naga,Naucleopsis naga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naucst,Moraceae,Naucleopsis,straminea,Naucleopsis straminea,Naucleopsis straminea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
naucul,Moraceae,Naucleopsis,ulei,Naucleopsis ulei,Naucleopsis ulei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nectbi,Lauraceae,Nectandra,bicolor,Nectandra bicolor,Nectandra bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nectcu,Lauraceae,Nectandra,cuspidata,Nectandra cuspidata,Nectandra cuspidata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nects1,Lauraceae,Nectandra,fuzzy,Nectandra fuzzy,Nectandra fuzzy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nectma,Lauraceae,Nectandra,martinicensis,Nectandra martinicensis,Nectandra martinicensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nect11,Lauraceae,Nectandra,sp.11,Nectandra sp.11,Nectandra sp.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nect12,Lauraceae,Nectandra,sp.12,Nectandra sp.12,Nectandra sp.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nect3,Lauraceae,Nectandra,sp.3,Nectandra sp.3,Nectandra sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nects3,Lauraceae,Nectandra,sp.4_(tiny_leaf),Nectandra sp.4_(tiny_leaf),Nectandra sp.4_(tiny_leaf),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nect9,Lauraceae,Nectandra,sp.9,Nectandra sp.9,Nectandra sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neeade,Nyctaginaceae,Neea,delicatula,Neea delicatula,Neea delicatula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neeala,Nyctaginaceae,Neea,laetevirens,Neea laetevirens,Neea laetevirens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea6,Nyctaginaceae,Neea,roja,Neea roja,Neea roja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea1,Nyctaginaceae,Neea,sp.1,Neea sp.1,Neea sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea2,Nyctaginaceae,Neea,sp.2,Neea sp.2,Neea sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea3,Nyctaginaceae,Neea,sp.3,Neea sp.3,Neea sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea4,Nyctaginaceae,Neea,sp.4,Neea sp.4,Neea sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
neea7,Nyctaginaceae,Neea,sp.7,Neea sp.7,Neea sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ochoco,Anacardiaceae,Ochoterenaea,colombiana,Ochoterenaea colombiana,Ochoterenaea colombiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotar,Lauraceae,Ocotea,arcuata,Ocotea arcuata,Ocotea arcuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotpa,Lauraceae,Ocotea,atirrensis,Ocotea atirrensis,Ocotea atirrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotde,Lauraceae,Ocotea,dendrodaphne,Ocotea dendrodaphne,Ocotea dendrodaphne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocoten,Lauraceae,Ocotea,endresiana,Ocotea endresiana,Ocotea endresiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotha,Lauraceae,Ocotea,hartshorniana,Ocotea hartshorniana,Ocotea hartshorniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocothe,Lauraceae,Ocotea,helicterifolia,Ocotea helicterifolia,Ocotea helicterifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotir,Lauraceae,Ocotea,insularis,Ocotea insularis,Ocotea insularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotjo,Lauraceae,Ocotea,jorge-escobarii,Ocotea jorge-escobarii,Ocotea jorge-escobarii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotle,Lauraceae,Ocotea,leucoxylon,Ocotea leucoxylon,Ocotea leucoxylon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotme,Lauraceae,Ocotea,meziana,Ocotea meziana,Ocotea meziana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotru,Lauraceae,Ocotea,rubrinervis,Ocotea rubrinervis,Ocotea rubrinervis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot13,Lauraceae,Ocotea,sp.13,Ocotea sp.13,Ocotea sp.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot14,Lauraceae,Ocotea,sp.14,Ocotea sp.14,Ocotea sp.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot17,Lauraceae,Ocotea,sp.17,Ocotea sp.17,Ocotea sp.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot18,Lauraceae,Ocotea,sp.18,Ocotea sp.18,Ocotea sp.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot19,Lauraceae,Ocotea,sp.19,Ocotea sp.19,Ocotea sp.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot5,Lauraceae,Ocotea,sp.5,Ocotea sp.5,Ocotea sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot6,Lauraceae,Ocotea,sp.6,Ocotea sp.6,Ocotea sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot7,Lauraceae,Ocotea,sp.7,Ocotea sp.7,Ocotea sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot8,Lauraceae,Ocotea,sp.8,Ocotea sp.8,Ocotea sp.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocot9,Lauraceae,Ocotea,sp.9,Ocotea sp.9,Ocotea sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotto,Lauraceae,Ocotea,tonduzii,Ocotea tonduzii,Ocotea tonduzii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ocotve,Lauraceae,Ocotea,veraguensis,Ocotea veraguensis,Ocotea veraguensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
opunel,Cactaceae,Opuntia,elatior,Opuntia elatior,Opuntia elatior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oreoca,Araliaceae,Oreopanax,capitatus,Oreopanax capitatus,Oreopanax capitatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oreo2,Araliaceae,Oreopanax,sp.2,Oreopanax sp.2,Oreopanax sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ormocr,Fabaceae-papilionoideae,Ormosia,coccinea,Ormosia coccinea,Ormosia coccinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ormove,Fabaceae-papilionoideae,Ormosia,velutina,Ormosia velutina,Ormosia velutina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ossasp,Melastomataceae,Ossaea,spicata,Ossaea spicata,Ossaea spicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ostepl,Myristicaceae,Osteophloeum,platyspermum,Osteophloeum platyspermum,Osteophloeum platyspermum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otobac,Myristicaceae,Otoba,acuminata,Otoba acuminata,Otoba acuminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otobla,Myristicaceae,Otoba,latialata,Otoba latialata,Otoba latialata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otobno,Myristicaceae,Otoba,novogranatensis,Otoba novogranatensis,Otoba novogranatensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
otobpa,Myristicaceae,Otoba,parvifolia,Otoba parvifolia,Otoba parvifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ourakn,Ochnaceae,Ouratea,knappiae,Ouratea knappiae,Ouratea knappiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
