"","species_year","genus_species_subspecies","censusyear","N_present","N_born","N_died"
"1310","Pentagonia macrophylla_2005","Pentagonia macrophylla",2005,217,22,37
"1311","Pentagonia macrophylla_2010","Pentagonia macrophylla",2010,213,18,22
"1312","Pentagonia macrophylla_2015","Pentagonia macrophylla",2015,193,12,32
"1313","Perebea xanthochyma_1982","Perebea xanthochyma",1982,22,22,0
"1314","Perebea xanthochyma_1985","Perebea xanthochyma",1985,25,4,1
"1315","Perebea xanthochyma_1990","Perebea xanthochyma",1990,29,5,1
"1316","Perebea xanthochyma_1995","Perebea xanthochyma",1995,33,4,0
"1317","Perebea xanthochyma_2000","Perebea xanthochyma",2000,33,2,2
"1318","Perebea xanthochyma_2005","Perebea xanthochyma",2005,41,10,2
"1319","Perebea xanthochyma_2010","Perebea xanthochyma",2010,52,12,1
"1320","Perebea xanthochyma_2015","Perebea xanthochyma",2015,54,6,4
"1321","Picramnia latifolia_1982","Picramnia latifolia",1982,257,257,0
"1322","Picramnia latifolia_1985","Picramnia latifolia",1985,290,57,24
"1323","Picramnia latifolia_1990","Picramnia latifolia",1990,290,38,38
"1324","Picramnia latifolia_1995","Picramnia latifolia",1995,282,27,35
"1325","Picramnia latifolia_2000","Picramnia latifolia",2000,262,23,43
"1326","Picramnia latifolia_2005","Picramnia latifolia",2005,239,21,44
"1327","Picramnia latifolia_2010","Picramnia latifolia",2010,222,22,39
"1328","Picramnia latifolia_2015","Picramnia latifolia",2015,204,18,36
"1329","Piper aequale_1982","Piper aequale",1982,218,218,0
"1330","Piper aequale_1985","Piper aequale",1985,160,25,83
"1331","Piper aequale_1990","Piper aequale",1990,87,13,86
"1332","Piper aequale_1995","Piper aequale",1995,54,4,37
"1333","Piper aequale_2000","Piper aequale",2000,28,6,32
"1334","Piper aequale_2005","Piper aequale",2005,30,7,5
"1335","Piper aequale_2010","Piper aequale",2010,27,8,11
"1336","Piper aequale_2015","Piper aequale",2015,32,9,4
"1337","Piper arboreum_1982","Piper arboreum",1982,31,31,0
"1338","Piper arboreum_1985","Piper arboreum",1985,36,11,6
"1339","Piper arboreum_1990","Piper arboreum",1990,22,4,18
"1340","Piper arboreum_1995","Piper arboreum",1995,11,2,13
"1341","Piper arboreum_2000","Piper arboreum",2000,12,5,4
"1342","Piper arboreum_2005","Piper arboreum",2005,13,1,0
"1343","Piper arboreum_2010","Piper arboreum",2010,13,1,1
"1344","Piper arboreum_2015","Piper arboreum",2015,13,2,2
"1345","Piper colonense_1982","Piper colonense",1982,100,100,0
"1346","Piper colonense_1985","Piper colonense",1985,56,4,48
"1347","Piper colonense_1990","Piper colonense",1990,47,6,15
"1348","Piper colonense_1995","Piper colonense",1995,27,2,22
"1349","Piper colonense_2000","Piper colonense",2000,18,0,9
"1350","Piper colonense_2005","Piper colonense",2005,14,0,4
"1351","Piper colonense_2010","Piper colonense",2010,9,0,5
"1352","Piper colonense_2015","Piper colonense",2015,8,0,1
"1353","Piper cordulatum_1982","Piper cordulatum",1982,3046,3046,0
"1354","Piper cordulatum_1985","Piper cordulatum",1985,3714,1239,571
"1355","Piper cordulatum_1990","Piper cordulatum",1990,1783,244,2175
"1356","Piper cordulatum_1995","Piper cordulatum",1995,407,32,1408
"1357","Piper cordulatum_2000","Piper cordulatum",2000,103,7,311
"1358","Piper cordulatum_2005","Piper cordulatum",2005,58,11,56
"1359","Piper cordulatum_2010","Piper cordulatum",2010,63,28,23
"1360","Piper cordulatum_2015","Piper cordulatum",2015,68,27,22
"1361","Piper perlasense_1982","Piper perlasense",1982,108,108,0
"1362","Piper perlasense_1985","Piper perlasense",1985,118,40,30
"1363","Piper perlasense_1990","Piper perlasense",1990,71,14,61
"1364","Piper perlasense_1995","Piper perlasense",1995,41,3,33
"1365","Piper perlasense_2000","Piper perlasense",2000,25,6,22
"1366","Piper perlasense_2005","Piper perlasense",2005,17,4,12
"1367","Piper perlasense_2010","Piper perlasense",2010,11,1,7
"1368","Piper perlasense_2015","Piper perlasense",2015,12,5,4
"1369","Piper reticulatum_1982","Piper reticulatum",1982,76,76,0
"1370","Piper reticulatum_1985","Piper reticulatum",1985,78,12,10
"1371","Piper reticulatum_1990","Piper reticulatum",1990,86,18,10
"1372","Piper reticulatum_1995","Piper reticulatum",1995,80,10,16
"1373","Piper reticulatum_2000","Piper reticulatum",2000,79,9,10
"1374","Piper reticulatum_2005","Piper reticulatum",2005,71,6,14
"1375","Piper reticulatum_2010","Piper reticulatum",2010,74,9,6
"1376","Piper reticulatum_2015","Piper reticulatum",2015,73,10,11
"1377","Platymiscium pinnatum polystachyum_1982","Platymiscium pinnatum polystachyum",1982,39,39,0
"1378","Platymiscium pinnatum polystachyum_1985","Platymiscium pinnatum polystachyum",1985,36,0,3
"1379","Platymiscium pinnatum polystachyum_1990","Platymiscium pinnatum polystachyum",1990,34,1,3
"1380","Platymiscium pinnatum polystachyum_1995","Platymiscium pinnatum polystachyum",1995,34,1,1
"1381","Platymiscium pinnatum polystachyum_2000","Platymiscium pinnatum polystachyum",2000,33,2,3
"1382","Platymiscium pinnatum polystachyum_2005","Platymiscium pinnatum polystachyum",2005,29,0,4
"1383","Platymiscium pinnatum polystachyum_2010","Platymiscium pinnatum polystachyum",2010,27,0,2
"1384","Platymiscium pinnatum polystachyum_2015","Platymiscium pinnatum polystachyum",2015,25,1,3
"1385","Platypodium elegans_1982","Platypodium elegans",1982,35,35,0
"1386","Platypodium elegans_1985","Platypodium elegans",1985,32,0,3
"1387","Platypodium elegans_1990","Platypodium elegans",1990,27,1,6
"1388","Platypodium elegans_1995","Platypodium elegans",1995,27,0,0
"1389","Platypodium elegans_2000","Platypodium elegans",2000,23,1,5
"1390","Platypodium elegans_2005","Platypodium elegans",2005,21,0,2
"1391","Platypodium elegans_2010","Platypodium elegans",2010,17,1,5
"1392","Platypodium elegans_2015","Platypodium elegans",2015,17,0,0
"1393","Posoqueria latifolia_1982","Posoqueria latifolia",1982,15,15,0
"1394","Posoqueria latifolia_1985","Posoqueria latifolia",1985,15,0,0
"1395","Posoqueria latifolia_1990","Posoqueria latifolia",1990,18,3,0
"1396","Posoqueria latifolia_1995","Posoqueria latifolia",1995,18,0,0
"1397","Posoqueria latifolia_2000","Posoqueria latifolia",2000,19,3,2
"1398","Posoqueria latifolia_2005","Posoqueria latifolia",2005,18,1,2
"1399","Posoqueria latifolia_2010","Posoqueria latifolia",2010,20,2,0
"1400","Posoqueria latifolia_2015","Posoqueria latifolia",2015,22,2,0
"1401","Poulsenia armata_1982","Poulsenia armata",1982,96,96,0
"1402","Poulsenia armata_1985","Poulsenia armata",1985,71,9,34
"1403","Poulsenia armata_1990","Poulsenia armata",1990,55,4,20
"1404","Poulsenia armata_1995","Poulsenia armata",1995,65,12,2
"1405","Poulsenia armata_2000","Poulsenia armata",2000,61,6,10
"1406","Poulsenia armata_2005","Poulsenia armata",2005,66,13,8
"1407","Poulsenia armata_2010","Poulsenia armata",2010,61,3,8
"1408","Poulsenia armata_2015","Poulsenia armata",2015,52,8,17
"1409","Pourouma bicolor_1982","Pourouma bicolor",1982,6,6,0
"1410","Pourouma bicolor_1985","Pourouma bicolor",1985,7,1,0
"1411","Pourouma bicolor_1990","Pourouma bicolor",1990,9,2,0
"1412","Pourouma bicolor_1995","Pourouma bicolor",1995,9,2,2
"1413","Pourouma bicolor_2000","Pourouma bicolor",2000,9,2,2
"1414","Pourouma bicolor_2005","Pourouma bicolor",2005,11,2,0
"1415","Pourouma bicolor_2010","Pourouma bicolor",2010,10,0,1
"1416","Pourouma bicolor_2015","Pourouma bicolor",2015,14,4,0
"1417","Pouteria fossicola_1982","Pouteria fossicola",1982,2,2,0
"1418","Pouteria fossicola_1985","Pouteria fossicola",1985,2,0,0
"1419","Pouteria fossicola_1990","Pouteria fossicola",1990,2,0,0
"1420","Pouteria fossicola_1995","Pouteria fossicola",1995,2,0,0
"1421","Pouteria fossicola_2000","Pouteria fossicola",2000,2,0,0
"1422","Pouteria fossicola_2005","Pouteria fossicola",2005,2,0,0
"1423","Pouteria fossicola_2010","Pouteria fossicola",2010,2,0,0
"1424","Pouteria fossicola_2015","Pouteria fossicola",2015,2,0,0
"1425","Pouteria reticulata reticulata_1982","Pouteria reticulata reticulata",1982,52,52,0
"1426","Pouteria reticulata reticulata_1985","Pouteria reticulata reticulata",1985,59,12,5
"1427","Pouteria reticulata reticulata_1990","Pouteria reticulata reticulata",1990,60,7,6
"1428","Pouteria reticulata reticulata_1995","Pouteria reticulata reticulata",1995,70,10,0
"1429","Pouteria reticulata reticulata_2000","Pouteria reticulata reticulata",2000,82,14,2
"1430","Pouteria reticulata reticulata_2005","Pouteria reticulata reticulata",2005,90,10,2
"1431","Pouteria reticulata reticulata_2010","Pouteria reticulata reticulata",2010,88,7,9
"1432","Pouteria reticulata reticulata_2015","Pouteria reticulata reticulata",2015,95,11,4
"1433","Pouteria stipitata_1982","Pouteria stipitata",1982,22,22,0
"1434","Pouteria stipitata_1985","Pouteria stipitata",1985,23,3,2
"1435","Pouteria stipitata_1990","Pouteria stipitata",1990,23,1,1
"1436","Pouteria stipitata_1995","Pouteria stipitata",1995,24,2,1
"1437","Pouteria stipitata_2000","Pouteria stipitata",2000,25,1,0
"1438","Pouteria stipitata_2005","Pouteria stipitata",2005,25,1,1
"1439","Pouteria stipitata_2010","Pouteria stipitata",2010,23,1,3
"1440","Pouteria stipitata_2015","Pouteria stipitata",2015,21,1,3
"1441","Prioria copaifera_1982","Prioria copaifera",1982,61,61,0
"1442","Prioria copaifera_1985","Prioria copaifera",1985,68,7,0
"1443","Prioria copaifera_1990","Prioria copaifera",1990,70,6,4
"1444","Prioria copaifera_1995","Prioria copaifera",1995,74,8,4
"1445","Prioria copaifera_2000","Prioria copaifera",2000,79,8,3
"1446","Prioria copaifera_2005","Prioria copaifera",2005,85,6,0
"1447","Prioria copaifera_2010","Prioria copaifera",2010,90,6,1
"1448","Prioria copaifera_2015","Prioria copaifera",2015,95,11,6
"1449","Protium costaricense_1982","Protium costaricense",1982,34,34,0
"1450","Protium costaricense_1985","Protium costaricense",1985,25,4,13
"1451","Protium costaricense_1990","Protium costaricense",1990,23,7,9
"1452","Protium costaricense_1995","Protium costaricense",1995,27,6,2
"1453","Protium costaricense_2000","Protium costaricense",2000,25,6,8
"1454","Protium costaricense_2005","Protium costaricense",2005,23,5,7
"1455","Protium costaricense_2010","Protium costaricense",2010,27,9,5
"1456","Protium costaricense_2015","Protium costaricense",2015,32,11,6
"1457","Protium panamense_1982","Protium panamense",1982,117,117,0
"1458","Protium panamense_1985","Protium panamense",1985,113,21,25
"1459","Protium panamense_1990","Protium panamense",1990,113,19,19
"1460","Protium panamense_1995","Protium panamense",1995,116,18,15
"1461","Protium panamense_2000","Protium panamense",2000,111,19,24
"1462","Protium panamense_2005","Protium panamense",2005,115,28,24
"1463","Protium panamense_2010","Protium panamense",2010,127,29,17
"1464","Protium panamense_2015","Protium panamense",2015,148,35,14
"1465","Protium tenuifolium_1982","Protium tenuifolium",1982,176,176,0
"1466","Protium tenuifolium_1985","Protium tenuifolium",1985,178,16,14
"1467","Protium tenuifolium_1990","Protium tenuifolium",1990,167,13,24
"1468","Protium tenuifolium_1995","Protium tenuifolium",1995,178,21,10
"1469","Protium tenuifolium_2000","Protium tenuifolium",2000,186,19,11
"1470","Protium tenuifolium_2005","Protium tenuifolium",2005,188,18,16
"1471","Protium tenuifolium_2010","Protium tenuifolium",2010,192,30,26
"1472","Protium tenuifolium_2015","Protium tenuifolium",2015,190,21,23
"1473","Pseudobombax septenatum_1982","Pseudobombax septenatum",1982,8,8,0
"1474","Pseudobombax septenatum_1985","Pseudobombax septenatum",1985,6,0,2
"1475","Pseudobombax septenatum_1990","Pseudobombax septenatum",1990,6,0,0
"1476","Pseudobombax septenatum_1995","Pseudobombax septenatum",1995,7,1,0
"1477","Pseudobombax septenatum_2000","Pseudobombax septenatum",2000,6,0,1
"1478","Pseudobombax septenatum_2005","Pseudobombax septenatum",2005,6,0,0
"1479","Pseudobombax septenatum_2010","Pseudobombax septenatum",2010,5,0,1
"1480","Pseudobombax septenatum_2015","Pseudobombax septenatum",2015,6,1,0
"1481","Psidium friedrichsthalianum_1982","Psidium friedrichsthalianum",1982,4,4,0
"1482","Psidium friedrichsthalianum_1985","Psidium friedrichsthalianum",1985,4,0,0
"1483","Psidium friedrichsthalianum_1990","Psidium friedrichsthalianum",1990,4,0,0
"1484","Psidium friedrichsthalianum_1995","Psidium friedrichsthalianum",1995,4,0,0
"1485","Psidium friedrichsthalianum_2000","Psidium friedrichsthalianum",2000,4,0,0
"1486","Psidium friedrichsthalianum_2005","Psidium friedrichsthalianum",2005,4,0,0
"1487","Psidium friedrichsthalianum_2010","Psidium friedrichsthalianum",2010,4,0,0
"1488","Psidium friedrichsthalianum_2015","Psidium friedrichsthalianum",2015,4,0,0
"1489","Psychotria acuminata_1982","Psychotria acuminata",1982,8,8,0
"1490","Psychotria acuminata_1985","Psychotria acuminata",1985,11,8,5
"1491","Psychotria acuminata_1990","Psychotria acuminata",1990,16,15,10
"1492","Psychotria acuminata_1995","Psychotria acuminata",1995,13,6,9
"1493","Psychotria acuminata_2000","Psychotria acuminata",2000,12,8,9
"1494","Psychotria acuminata_2005","Psychotria acuminata",2005,8,6,10
"1495","Psychotria acuminata_2010","Psychotria acuminata",2010,14,11,5
"1496","Psychotria acuminata_2015","Psychotria acuminata",2015,20,15,9
"1497","Psychotria chagrensis_1982","Psychotria chagrensis",1982,13,13,0
"1498","Psychotria chagrensis_1985","Psychotria chagrensis",1985,18,6,1
"1499","Psychotria chagrensis_1990","Psychotria chagrensis",1990,15,1,4
"1500","Psychotria chagrensis_1995","Psychotria chagrensis",1995,9,3,9
"1501","Psychotria chagrensis_2000","Psychotria chagrensis",2000,7,4,6
"1502","Psychotria chagrensis_2005","Psychotria chagrensis",2005,14,9,2
"1503","Psychotria chagrensis_2010","Psychotria chagrensis",2010,16,5,3
"1504","Psychotria chagrensis_2015","Psychotria chagrensis",2015,22,10,4
"1505","Psychotria cyanococca_1982","Psychotria cyanococca",1982,4,4,0
"1506","Psychotria cyanococca_1985","Psychotria cyanococca",1985,3,1,2
"1507","Psychotria cyanococca_1990","Psychotria cyanococca",1990,3,1,1
"1508","Psychotria cyanococca_1995","Psychotria cyanococca",1995,3,1,1
"1509","Psychotria cyanococca_2000","Psychotria cyanococca",2000,3,2,2
"1510","Psychotria cyanococca_2005","Psychotria cyanococca",2005,5,4,2
"1511","Psychotria cyanococca_2010","Psychotria cyanococca",2010,4,1,2
"1512","Psychotria cyanococca_2015","Psychotria cyanococca",2015,4,2,2
"1513","Psychotria deflexa_1982","Psychotria deflexa",1982,87,87,0
"1514","Psychotria deflexa_1985","Psychotria deflexa",1985,78,25,34
"1515","Psychotria deflexa_1990","Psychotria deflexa",1990,62,32,48
"1516","Psychotria deflexa_1995","Psychotria deflexa",1995,31,9,40
"1517","Psychotria deflexa_2000","Psychotria deflexa",2000,15,7,23
"1518","Psychotria deflexa_2005","Psychotria deflexa",2005,13,6,8
"1519","Psychotria deflexa_2010","Psychotria deflexa",2010,38,33,8
"1520","Psychotria deflexa_2015","Psychotria deflexa",2015,69,47,16
"1521","Psychotria graciliflora_1982","Psychotria graciliflora",1982,10,10,0
"1522","Psychotria graciliflora_1985","Psychotria graciliflora",1985,14,5,1
"1523","Psychotria graciliflora_1990","Psychotria graciliflora",1990,44,36,6
"1524","Psychotria graciliflora_1995","Psychotria graciliflora",1995,57,27,14
"1525","Psychotria graciliflora_2000","Psychotria graciliflora",2000,53,27,31
"1526","Psychotria graciliflora_2005","Psychotria graciliflora",2005,54,31,30
"1527","Psychotria graciliflora_2010","Psychotria graciliflora",2010,66,38,26
"1528","Psychotria graciliflora_2015","Psychotria graciliflora",2015,66,34,34
"1529","Psychotria grandis_1982","Psychotria grandis",1982,17,17,0
"1530","Psychotria grandis_1985","Psychotria grandis",1985,20,6,3
"1531","Psychotria grandis_1990","Psychotria grandis",1990,18,6,8
"1532","Psychotria grandis_1995","Psychotria grandis",1995,23,10,5
"1533","Psychotria grandis_2000","Psychotria grandis",2000,19,5,9
"1534","Psychotria grandis_2005","Psychotria grandis",2005,18,2,3
"1535","Psychotria grandis_2010","Psychotria grandis",2010,16,3,5
"1536","Psychotria grandis_2015","Psychotria grandis",2015,12,3,7
"1537","Psychotria hoffmannseggiana_1982","Psychotria hoffmannseggiana",1982,5,5,0
"1538","Psychotria hoffmannseggiana_1985","Psychotria hoffmannseggiana",1985,0,0,5
"1539","Psychotria hoffmannseggiana_1990","Psychotria hoffmannseggiana",1990,0,0,0
"1540","Psychotria hoffmannseggiana_1995","Psychotria hoffmannseggiana",1995,0,0,0
"1541","Psychotria hoffmannseggiana_2000","Psychotria hoffmannseggiana",2000,0,0,0
"1542","Psychotria hoffmannseggiana_2005","Psychotria hoffmannseggiana",2005,0,0,0
"1543","Psychotria hoffmannseggiana_2010","Psychotria hoffmannseggiana",2010,0,0,0
"1544","Psychotria hoffmannseggiana_2015","Psychotria hoffmannseggiana",2015,0,0,0
"1545","Psychotria horizontalis_1982","Psychotria horizontalis",1982,5976,5976,0
"1546","Psychotria horizontalis_1985","Psychotria horizontalis",1985,6483,1449,942
"1547","Psychotria horizontalis_1990","Psychotria horizontalis",1990,5966,1212,1729
"1548","Psychotria horizontalis_1995","Psychotria horizontalis",1995,4937,627,1656
"1549","Psychotria horizontalis_2000","Psychotria horizontalis",2000,3990,586,1533
"1550","Psychotria horizontalis_2005","Psychotria horizontalis",2005,3156,442,1276
"1551","Psychotria horizontalis_2010","Psychotria horizontalis",2010,2477,283,962
"1552","Psychotria horizontalis_2015","Psychotria horizontalis",2015,1742,170,905
"1553","Psychotria limonensis_1982","Psychotria limonensis",1982,15,15,0
"1554","Psychotria limonensis_1985","Psychotria limonensis",1985,17,6,4
"1555","Psychotria limonensis_1990","Psychotria limonensis",1990,20,16,13
"1556","Psychotria limonensis_1995","Psychotria limonensis",1995,24,11,7
"1557","Psychotria limonensis_2000","Psychotria limonensis",2000,26,17,15
"1558","Psychotria limonensis_2005","Psychotria limonensis",2005,66,50,10
"1559","Psychotria limonensis_2010","Psychotria limonensis",2010,71,26,21
"1560","Psychotria limonensis_2015","Psychotria limonensis",2015,58,29,42
"1561","Psychotria marginata_1982","Psychotria marginata",1982,567,567,0
"1562","Psychotria marginata_1985","Psychotria marginata",1985,691,227,103
"1563","Psychotria marginata_1990","Psychotria marginata",1990,699,241,233
"1564","Psychotria marginata_1995","Psychotria marginata",1995,639,170,230
"1565","Psychotria marginata_2000","Psychotria marginata",2000,562,169,246
"1566","Psychotria marginata_2005","Psychotria marginata",2005,590,222,194
"1567","Psychotria marginata_2010","Psychotria marginata",2010,767,359,182
"1568","Psychotria marginata_2015","Psychotria marginata",2015,922,391,236
"1569","Psychotria racemosa_1982","Psychotria racemosa",1982,1,1,0
"1570","Psychotria racemosa_1985","Psychotria racemosa",1985,2,1,0
"1571","Psychotria racemosa_1990","Psychotria racemosa",1990,2,2,2
"1572","Psychotria racemosa_1995","Psychotria racemosa",1995,0,0,2
"1573","Psychotria racemosa_2000","Psychotria racemosa",2000,0,0,0
"1574","Psychotria racemosa_2005","Psychotria racemosa",2005,0,0,0
"1575","Psychotria racemosa_2010","Psychotria racemosa",2010,0,0,0
"1576","Psychotria racemosa_2015","Psychotria racemosa",2015,0,0,0
"1577","Psychotria tenuifolia_1982","Psychotria tenuifolia",1982,7,7,0
"1578","Psychotria tenuifolia_1985","Psychotria tenuifolia",1985,5,3,5
"1579","Psychotria tenuifolia_1990","Psychotria tenuifolia",1990,4,3,4
"1580","Psychotria tenuifolia_1995","Psychotria tenuifolia",1995,1,0,3
"1581","Psychotria tenuifolia_2000","Psychotria tenuifolia",2000,0,0,1
"1582","Psychotria tenuifolia_2005","Psychotria tenuifolia",2005,0,0,0
"1583","Psychotria tenuifolia_2010","Psychotria tenuifolia",2010,0,0,0
"1584","Psychotria tenuifolia_2015","Psychotria tenuifolia",2015,0,0,0
"1585","Pterocarpus rohrii_1982","Pterocarpus rohrii",1982,31,31,0
"1586","Pterocarpus rohrii_1985","Pterocarpus rohrii",1985,17,1,15
"1587","Pterocarpus rohrii_1990","Pterocarpus rohrii",1990,6,0,11
"1588","Pterocarpus rohrii_1995","Pterocarpus rohrii",1995,6,0,0
"1589","Pterocarpus rohrii_2000","Pterocarpus rohrii",2000,5,0,1
"1590","Pterocarpus rohrii_2005","Pterocarpus rohrii",2005,3,0,2
"1591","Pterocarpus rohrii_2010","Pterocarpus rohrii",2010,2,0,1
"1592","Pterocarpus rohrii_2015","Pterocarpus rohrii",2015,1,0,1
"1593","Quararibea asterolepis_1982","Quararibea asterolepis",1982,387,387,0
"1594","Quararibea asterolepis_1985","Quararibea asterolepis",1985,379,24,32
"1595","Quararibea asterolepis_1990","Quararibea asterolepis",1990,343,8,44
"1596","Quararibea asterolepis_1995","Quararibea asterolepis",1995,355,14,2
"1597","Quararibea asterolepis_2000","Quararibea asterolepis",2000,351,22,26
"1598","Quararibea asterolepis_2005","Quararibea asterolepis",2005,342,17,26
"1599","Quararibea asterolepis_2010","Quararibea asterolepis",2010,340,24,26
"1600","Quararibea asterolepis_2015","Quararibea asterolepis",2015,341,24,23
"1601","Quassia amara_1982","Quassia amara",1982,78,78,0
"1602","Quassia amara_1985","Quassia amara",1985,87,12,3
"1603","Quassia amara_1990","Quassia amara",1990,89,6,4
"1604","Quassia amara_1995","Quassia amara",1995,87,3,5
"1605","Quassia amara_2000","Quassia amara",2000,84,5,8
"1606","Quassia amara_2005","Quassia amara",2005,79,4,9
"1607","Quassia amara_2010","Quassia amara",2010,72,3,10
"1608","Quassia amara_2015","Quassia amara",2015,63,3,12
"1609","Randia armata_1982","Randia armata",1982,469,469,0
"1610","Randia armata_1985","Randia armata",1985,485,40,24
"1611","Randia armata_1990","Randia armata",1990,502,56,39
"1612","Randia armata_1995","Randia armata",1995,500,29,31
"1613","Randia armata_2000","Randia armata",2000,485,27,42
"1614","Randia armata_2005","Randia armata",2005,474,21,32
"1615","Randia armata_2010","Randia armata",2010,475,33,32
"1616","Randia armata_2015","Randia armata",2015,461,30,44
"1617","Rinorea sylvatica_1982","Rinorea sylvatica",1982,1143,1143,0
"1618","Rinorea sylvatica_1985","Rinorea sylvatica",1985,1220,161,84
"1619","Rinorea sylvatica_1990","Rinorea sylvatica",1990,1274,208,154
"1620","Rinorea sylvatica_1995","Rinorea sylvatica",1995,1203,94,165
"1621","Rinorea sylvatica_2000","Rinorea sylvatica",2000,1186,149,166
"1622","Rinorea sylvatica_2005","Rinorea sylvatica",2005,1191,151,146
"1623","Rinorea sylvatica_2010","Rinorea sylvatica",2010,1174,141,158
"1624","Rinorea sylvatica_2015","Rinorea sylvatica",2015,1170,164,168
"1625","Sapium glandulosum_1982","Sapium glandulosum",1982,13,13,0
"1626","Sapium glandulosum_1985","Sapium glandulosum",1985,11,0,2
"1627","Sapium glandulosum_1990","Sapium glandulosum",1990,8,0,3
"1628","Sapium glandulosum_1995","Sapium glandulosum",1995,8,0,0
"1629","Sapium glandulosum_2000","Sapium glandulosum",2000,8,0,0
"1630","Sapium glandulosum_2005","Sapium glandulosum",2005,7,0,1
"1631","Sapium glandulosum_2010","Sapium glandulosum",2010,5,0,2
"1632","Sapium glandulosum_2015","Sapium glandulosum",2015,4,0,1
"1633","Senna dariensis dariensis_1982","Senna dariensis dariensis",1982,194,194,0
"1634","Senna dariensis dariensis_1985","Senna dariensis dariensis",1985,138,29,85
"1635","Senna dariensis dariensis_1990","Senna dariensis dariensis",1990,113,48,73
"1636","Senna dariensis dariensis_1995","Senna dariensis dariensis",1995,73,16,56
"1637","Senna dariensis dariensis_2000","Senna dariensis dariensis",2000,65,26,34
"1638","Senna dariensis dariensis_2005","Senna dariensis dariensis",2005,134,93,24
"1639","Senna dariensis dariensis_2010","Senna dariensis dariensis",2010,161,93,66
"1640","Senna dariensis dariensis_2015","Senna dariensis dariensis",2015,245,146,62
"1641","Simarouba amara_1982","Simarouba amara",1982,54,54,0
"1642","Simarouba amara_1985","Simarouba amara",1985,64,20,10
"1643","Simarouba amara_1990","Simarouba amara",1990,68,15,11
"1644","Simarouba amara_1995","Simarouba amara",1995,71,14,11
"1645","Simarouba amara_2000","Simarouba amara",2000,73,14,12
"1646","Simarouba amara_2005","Simarouba amara",2005,66,11,18
"1647","Simarouba amara_2010","Simarouba amara",2010,63,14,17
"1648","Simarouba amara_2015","Simarouba amara",2015,57,8,14
"1649","Siparuna pauciflora_1982","Siparuna pauciflora",1982,162,162,0
"1650","Siparuna pauciflora_1985","Siparuna pauciflora",1985,159,24,27
"1651","Siparuna pauciflora_1990","Siparuna pauciflora",1990,147,18,30
"1652","Siparuna pauciflora_1995","Siparuna pauciflora",1995,128,10,29
"1653","Siparuna pauciflora_2000","Siparuna pauciflora",2000,109,8,27
"1654","Siparuna pauciflora_2005","Siparuna pauciflora",2005,99,13,23
"1655","Siparuna pauciflora_2010","Siparuna pauciflora",2010,89,22,32
"1656","Siparuna pauciflora_2015","Siparuna pauciflora",2015,86,17,20
"1657","Sloanea terniflora_1982","Sloanea terniflora",1982,12,12,0
"1658","Sloanea terniflora_1985","Sloanea terniflora",1985,11,0,1
"1659","Sloanea terniflora_1990","Sloanea terniflora",1990,10,0,1
"1660","Sloanea terniflora_1995","Sloanea terniflora",1995,10,0,0
"1661","Sloanea terniflora_2000","Sloanea terniflora",2000,9,0,1
"1662","Sloanea terniflora_2005","Sloanea terniflora",2005,9,0,0
"1663","Sloanea terniflora_2010","Sloanea terniflora",2010,7,0,2
"1664","Sloanea terniflora_2015","Sloanea terniflora",2015,9,3,1
"1665","Socratea exorrhiza_1982","Socratea exorrhiza",1982,436,436,0
"1666","Socratea exorrhiza_1985","Socratea exorrhiza",1985,425,48,59
"1667","Socratea exorrhiza_1990","Socratea exorrhiza",1990,411,72,86
"1668","Socratea exorrhiza_1995","Socratea exorrhiza",1995,425,69,55
"1669","Socratea exorrhiza_2000","Socratea exorrhiza",2000,410,57,72
"1670","Socratea exorrhiza_2005","Socratea exorrhiza",2005,372,39,77
"1671","Socratea exorrhiza_2010","Socratea exorrhiza",2010,348,41,65
"1672","Socratea exorrhiza_2015","Socratea exorrhiza",2015,330,52,70
"1673","Solanum circinatum_1982","Solanum circinatum",1982,3,3,0
"1674","Solanum circinatum_1985","Solanum circinatum",1985,3,3,3
"1675","Solanum circinatum_1990","Solanum circinatum",1990,2,2,3
"1676","Solanum circinatum_1995","Solanum circinatum",1995,0,0,2
"1677","Solanum circinatum_2000","Solanum circinatum",2000,0,0,0
"1678","Solanum circinatum_2005","Solanum circinatum",2005,0,0,0
"1679","Solanum circinatum_2010","Solanum circinatum",2010,0,0,0
"1680","Solanum circinatum_2015","Solanum circinatum",2015,0,0,0
"1681","Solanum hayesii_1982","Solanum hayesii",1982,81,81,0
"1682","Solanum hayesii_1985","Solanum hayesii",1985,52,12,41
"1683","Solanum hayesii_1990","Solanum hayesii",1990,34,12,30
"1684","Solanum hayesii_1995","Solanum hayesii",1995,29,11,16
"1685","Solanum hayesii_2000","Solanum hayesii",2000,27,11,13
"1686","Solanum hayesii_2005","Solanum hayesii",2005,29,14,12
"1687","Solanum hayesii_2010","Solanum hayesii",2010,30,13,12
"1688","Solanum hayesii_2015","Solanum hayesii",2015,67,46,9
"1689","Sorocea affinis_1982","Sorocea affinis",1982,1512,1512,0
"1690","Sorocea affinis_1985","Sorocea affinis",1985,1563,190,139
"1691","Sorocea affinis_1990","Sorocea affinis",1990,1601,233,195
"1692","Sorocea affinis_1995","Sorocea affinis",1995,1578,148,171
"1693","Sorocea affinis_2000","Sorocea affinis",2000,1531,170,217
